,问卷编号,调查员,民族,政治面貌,年级,您觉得自己是个典型的中国人吗,与世界其他国家的人相比中国人有自己的特点吗,v1,v2,v3,v4,你是否了解重活民族的传统节日,v5,您觉得中国怎么样,您认为中国有多少值得自豪的地方,您认为世界有多少比例的人尊重中国,对您而言作为一名中国人有多重要,会以中国人自豪吗,会隐瞒身份吗,会打多少分,国歌升起,世博会,中国传统文化,发展信心,你会为中国运动员呐喊助威,遇到灾难时中国人应该伸出援手,你愿意加入其他国籍吗,中国人要为祖国统一奋斗吗
851,127.0,莫光轩,蒙古族,团员,大二,可以算,毫无特点,有点同意,同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,无所谓,也许会也许不会,四十到六十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,不加入,赞同
852,128.0,莫光轩,回族,团员,大二,完全不是,较有特点,同意,完全不同意,不同意,同意,不太了解,比较了解,挺好,很多,较多比例,一般般,有些,可能会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,其他,赞同
853,129.0,莫光轩,壮族,党员,大一,可以算,毫无特点,有点同意,同意,同意,同意,比较了解,比较了解,挺好,特别少,极少比例,比较重要,有些,可能会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,做外籍华人,赞同
854,130.0,莫光轩,回族,党员,大三,可以算,较无特点,同意,完全同意,完全同意,完全同意,比较了解,比较了解,挺好,特别多,较多比例,十分重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,不加入,赞同
855,131.0,莫光轩,彝族,团员,大二,不太算,较有特点,不同意,同意,不同意,同意,完全不了解,完全了解,挺好,很多,极少比例,比较重要,无所谓,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
856,132.0,莫光轩,白族,团员,大三,不太算,较无特点,同意,同意,有点同意,不同意,不太了解,不太了解,挺好,有一些,不多的比例,一般般,无所谓,可能会,六十到八十,一般,一般,比较肯定,没信心,不一定,不一定,不加入,不一定
857,133.0,莫光轩,藏族,团员,大二,可以算,较有特点,不同意,同意,完全同意,同意,完全了解,比较了解,挺好,特别多,极少比例,比较重要,有些,可能会,六十到八十,比较激动,比较好,比较肯定,担忧不好说,肯定会,很赞同,其他,赞同
858,134.0,莫光轩,汉族,团员,大二,完全不是,较有特点,同意,不同意,同意,同意,完全了解,完全了解,挺好,很多,大多数比例,十分重要,有些,一定会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
859,135.0,莫光轩,藏族,党员,大二,不太算,较无特点,不同意,同意,完全同意,完全不同意,比较了解,比较了解,一般般,有一些,极少比例,一般般,无所谓,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,不一定,其他,不一定
860,136.0,莫光轩,白族,团员,大二,完全不是,一般般,同意,有点同意,不同意,有点同意,完全了解,比较了解,十分棒,特别多,较多比例,十分重要,有些,也许会也许不会,零到二十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,不一定,不加入,不一定
861,137.0,莫光轩,汉族,团员,大一,完全不是,毫无特点,有点同意,有点同意,有点同意,有点同意,比较了解,完全了解,十分棒,很多,大多数比例,比较重要,有些,可能会,六十到八十,感到非常激动,感到自豪,比较肯定,很有信心,肯定会,赞同,其他,赞同
862,138.0,莫光轩,维吾尔族,党员,大三,可以算,一般般,不同意,同意,同意,同意,完全了解,完全了解,挺好,很多,极少比例,比较重要,有些,可能会,六十到八十,感到非常激动,一般,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
863,139.0,莫光轩,蒙古族,党员,大二,一般般,较无特点,不同意,有点同意,有点同意,不同意,比较了解,不太了解,一般般,很少,较多比例,不太重要,无所谓,也许会也许不会,四十到六十,一般,一般,富有内涵，意义深刻,没信心,大多数情况下会,不赞同,做外籍华人,不赞同
864,140.0,莫光轩,彝族,团员,大一,完全不是,较无特点,完全同意,同意,同意,完全同意,完全了解,完全了解,挺好,很少,大多数比例,比较重要,有些,可能会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
865,141.0,莫光轩,瑶族,群众,大二,不太算,较有特点,有点同意,同意,有点同意,同意,比较了解,完全了解,一般般,很多,较多比例,比较重要,无所谓,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,不一定,做外籍华人,不一定
866,142.0,莫光轩,汉族,团员,大二,一般般,较无特点,同意,有点同意,同意,有点同意,完全了解,比较了解,十分棒,有一些,大多数比例,一般般,有些,也许会也许不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,不一定,其他,赞同
867,143.0,莫光轩,土家族,团员,大三,可以算,一般般,同意,有点同意,同意,有点同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,会,也许会也许不会,四十到六十,没感觉,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,不一定,其他,赞同
868,144.0,莫光轩,瑶族,群众,大三,一般般,较有特点,有点同意,同意,有点同意,同意,比较了解,完全了解,较差,很少,较多比例,一般般,有些,也许会也许不会,六十到八十,比较激动,比较好,比较肯定,担忧不好说,不一定,不一定,不加入,不一定
869,145.0,莫光轩,汉族,团员,大一,一般般,一般般,同意,有点同意,同意,有点同意,完全了解,比较了解,挺好,有一些,大多数比例,一般般,会,一定会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,做外籍华人,赞同
870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,91.0,蔡远亮,汉族,党员,大二,完全是,非常有特点,同意,完全同意,有点同意,有点同意,完全了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
876,92.0,蔡远亮,汉族,群众,大一,完全是,一般般,同意,同意,同意,同意,完全了解,比较了解,挺好,很多,不多的比例,十分重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,很赞同
877,93.0,蔡远亮,汉族,党员,大三,完全是,较有特点,完全同意,同意,同意,完全同意,比较了解,完全了解,十分棒,特别多,较多比例,比较重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
878,94.0,蔡远亮,蒙古族,党员,大一,完全是,较有特点,同意,同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,会,绝对不会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,做外籍华人,赞同
879,95.0,蔡远亮,汉族,团员,大三,完全是,一般般,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,十分棒,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
880,96.0,蔡远亮,回族,群众,大二,可以算,一般般,有点同意,同意,同意,有点同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,无所谓,也许会也许不会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,其他,很赞同
881,97.0,蔡远亮,回族,团员,大二,可以算,较有特点,同意,完全同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,无所谓,也许会也许不会,四十到六十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,不加入,赞同
882,98.0,蔡远亮,回族,团员,大二,完全是,较有特点,同意,同意,同意,同意,完全了解,比较了解,十分棒,很多,较多比例,一般般,有些,可能会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,其他,赞同
883,99.0,蔡远亮,壮族,群众,大三,可以算,一般般,有点同意,同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,有些,可能会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,做外籍华人,赞同
884,100.0,蔡远亮,汉族,党员,大三,完全是,较有特点,同意,完全同意,同意,完全同意,比较了解,比较了解,挺好,特别多,较多比例,十分重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,不加入,赞同
885,101.0,蔡远亮,汉族,团员,大二,可以算,较有特点,同意,完全同意,同意,同意,完全了解,完全了解,挺好,很多,较多比例,比较重要,无所谓,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
886,102.0,蔡远亮,维吾尔族,群众,大三,可以算,一般般,同意,完全同意,有点同意,不同意,不太了解,不太了解,十分棒,有一些,不多的比例,一般般,无所谓,可能会,六十到八十,一般,一般,比较肯定,没信心,不一定,不一定,不加入,不一定
887,103.0,蔡远亮,汉族,团员,大二,可以算,较有特点,同意,同意,同意,同意,完全了解,比较了解,挺好,特别多,较多比例,比较重要,有些,可能会,六十到八十,比较激动,比较好,比较肯定,担忧不好说,肯定会,很赞同,其他,赞同
888,104.0,蔡远亮,苗族,团员,大四,不太算,较有特点,同意,完全同意,同意,同意,完全了解,完全了解,挺好,很多,大多数比例,十分重要,有些,一定会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
889,105.0,蔡远亮,回族,群众,大三,不太算,一般般,完全同意,同意,完全同意,完全不同意,比较了解,比较了解,一般般,有一些,较多比例,一般般,无所谓,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,不一定,其他,不一定
890,106.0,蔡远亮,汉族,团员,大二,完全是,一般般,同意,有点同意,同意,有点同意,完全了解,比较了解,十分棒,特别多,较多比例,十分重要,有些,也许会也许不会,零到二十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,不一定,不加入,不一定
891,107.0,蔡远亮,汉族,群众,大一,完全不是,一般般,同意,有点同意,有点同意,有点同意,比较了解,完全了解,十分棒,很多,大多数比例,比较重要,有些,可能会,六十到八十,感到非常激动,感到自豪,比较肯定,很有信心,肯定会,赞同,其他,赞同
892,108.0,蔡远亮,蒙古族,党员,大三,可以算,一般般,有点同意,同意,同意,同意,完全了解,完全了解,挺好,很多,较多比例,比较重要,有些,可能会,六十到八十,感到非常激动,一般,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
893,109.0,蔡远亮,蒙古族,党员,大二,完全是,较无特点,不同意,有点同意,有点同意,不同意,比较了解,不太了解,一般般,有一些,较多比例,不太重要,无所谓,也许会也许不会,四十到六十,一般,一般,富有内涵，意义深刻,没信心,大多数情况下会,不赞同,做外籍华人,不赞同
894,110.0,蔡远亮,汉族,团员,大一,完全不是,一般般,同意,完全同意,同意,完全同意,完全了解,完全了解,挺好,很少,大多数比例,比较重要,有些,可能会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
895,111.0,蔡远亮,回族,群众,大二,完全是,一般般,有点同意,同意,有点同意,同意,比较了解,完全了解,一般般,很多,较多比例,比较重要,无所谓,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,不一定,做外籍华人,不一定
896,112.0,蔡远亮,苗族,群众,大三,一般般,较无特点,同意,完全同意,同意,有点同意,完全了解,比较了解,十分棒,特别多,大多数比例,一般般,有些,也许会也许不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,肯定会,不一定,其他,赞同
